"Identifier","Personal title","First name","Middle name","Last name","Company","Account number","Tax number","Register number","Country","State","City","Zip","Address","Web","Email (1)","Email (2)","Phone (1)","Phone (2)","Fax","Mobile (1)","Mobile (2)","Note","Day of birth","RemindDay","Status"
"","","Michaela","","Novusedeweiner","","","","","","","Telgte","48291","Südstrasse 168","","michaela.novusedeweiner96@test.de","","0544/91121311","","","","","","","-1",""
"","","Hedi","","Tutalate","","","","","","","Memmingen","87700","Mühlweg 74","","hedi.tutalate72@surfnet.de","","08988/417335","","","","","","","-1",""
"","","Gerd","","Catafoson","","","","","","","Werl","59457","Burgweg 273","","irela75@surfnet.de","","0559/348822","","","","","","","-1",""
"","","Magrit","","Kusigau","","","","","","","Enger, Widukindstadt","32130","Am Hang 295c","","magrit.kusigau62@gmail.com","","0443/43675358","","","","","","","-1",""
"","","Detlev","","Cevivademüller","","","","","","","Neckarsteinach","69239","Kiefernweg 272","","orelo88@t-online.de","","02782/11549332","","","","","","","-1",""
"","","Rüdiger","","Zadogradehein","","","","","","","Lünen","44532","Ginsterweg 58","","adipo67@test.de","","06612/4925916","","","","","","","-1",""
"","","Malgorzata","","Petawade","","","","","","","Langenzenn","90579","Feldstrasse 39","","orili67@gmx.de","","0486878/14423","","","","","","","-1",""
"","","Ignatz","","Hofmann","","","","","","","Weilburg","35781","Eichendorffstrasse 295","","atize59@email.com","","0785662/39344175","","","","","","","-1",""
"","","Bert","","Schmidt","","","","","","","Marktheidenfeld","97828","Meisenweg 63","","osotu97@email.com","","07311/279875","","","","","","","-1",""
"","","Charles","","Sarefomüller","","","","","","","Hückelhoven","41836","Kirchweg 150","","uveru55@yahoo.de","","07374/318772138","","","","","","","-1",""
"","","Jaroslaw","","Siwomaumüller","","","","","","","Bad Waldsee","88339","Finkenweg 178","","jaroslaw.siwomaumueller60@gmail.com","","098453/938542792","","","","","","","-1",""
"","","Isidor","","Nöruduweiner","","","","","","","Tuttlingen","78532","Burgweg 17","","isidor.noeruduweiner73@outloock.de","","0613/186473","","","","","","","-1",""
"","","Nelly","","Rawuvoremeiner","","","","","","","Schwalmstadt","34613","Querstrasse 96","","nelly.rawuvoremeiner55@outloock.de","","03535/512921376","","","","","","","-1",""
"","","Katy","","Kevadostein","","","","","","","Ehingen (Donau)","89584","Amselweg 297","","isuti75@test.de","","0234357/7829722","","","","","","","-1",""
"","","Christiana","","Rädebede","","","","","","","Röbel/Müritz","17207","Friedensstrasse 119","","isute72@t-online.de","","0471317/21882","","","","","","","-1",""
"","","Bärbel","","Ziwibestein","","","","","","","Kühlungsborn","18225","Weststrasse 222","","baerbel.ziwibestein63@gmx.de","","072122/155756","","","","","","","-1",""
"","","Nelli","","Fidivarestein","","","","","","","Sömmerda","99610","Finkenweg 253","","nelli.fidivarestein61@gmx.de","","01933/9639695","","","","","","","-1",""
"","","Flora","","Püremaustein","","","","","","","Eggesin","17367","Ulmenweg 72","","eteme57@gmail.com","","08839/44167674","","","","","","","-1",""
"","","Lili","","Koch","","","","","","","Lebach","66822","Mozartstrasse 269","","owufi68@outloock.de","","0371/1985817","","","","","","","-1",""
"","","Birgid","","Milavadehein","","","","","","","Donauwörth","86609","Schlossstrasse 185","","urala90@email.com","","02429/652594197","","","","","","","-1",""
"","","Hans-Ludwig","","Zoleschattweiner","","","","","","","Bruchsal","76646","Am Bahnhof 195","","hans-ludwig.zoleschattweiner94@email.com","","05634/65673","","","","","","","-1",""
"","","Luciano","","Pöradumeiner","","","","","","","Petershagen","32469","Friedensstrasse 289","","etaza54@gmail.de","","048852/634447938","","","","","","","-1",""
"","","Silvia","","Becker","","","","","","","Eppelheim","69214","Friedhofsweg 75","","silvia.becker79@t-online.de","","04314/8868319","","","","","","","-1",""
"","","Felizitas","","Hoffmann","","","","","","","Waldershof","95679","Albert-Schweitzer-Strasse 245","","felizitas.hoffmann99@outloock.de","","09773/565271849","","","","","","","-1",""
"","","Gaby","","Carugedemeiner","","","","","","","Hemmingen","30966","Flurstrasse 270","","osote58@t-online.de","","0572/649796","","","","","","","-1",""
"","","Reinald","","Ruvewedehein","","","","","","","Giengen an der Brenz","89537","Dorfstrasse 150","","reinald.ruvewedehein62@t-online.de","","013187/25497347","","","","","","","-1",""
"","","Ingried","","Nüsemodeson","","","","","","","Haßfurt","97437","Blumenstrasse 221","","usute75@surfnet.de","","0197458/938561496","","","","","","","-1",""
"","","Lara","","Nusohede","","","","","","","Schöneck/Vogtl.","08261","Eichenstrasse 201","","lara.nusohede99@gmail.com","","0615723/847152951","","","","","","","-1",""
"","","Gerti","","Krause","","","","","","","Telgte","48291","Querstrasse 156","","oteme54@email.com","","072736/8489822","","","","","","","-1",""
"","","Werner","","Hiloferemeiner","","","","","","","Baunach","96148","Dieselstrasse 159","","iluki69@gmail.de","","0957/37658","","","","","","","-1",""
"","","Oliver","","Ciwiwattehein","","","","","","","Stößen","06667","Weststrasse 16","","oliver.ciwiwattehein64@test.de","","096266/66841","","","","","","","-1",""
"","","Ewa","","Worebestein","","","","","","","Biesenthal","16359","Schubertstrasse 87","","ewa.worebestein66@email.com","","0559531/724441","","","","","","","-1",""
"","","Marjan","","Rotufledemeiner","","","","","","","Bad Blankenburg","07422","Rosenweg 198","","marjan.rotufledemeiner63@t-online.de","","0363964/54224","","","","","","","-1",""
"","","Karla","","Jatidi","","","","","","","Nordhorn","48529","Bergstrasse 68a","","karla.jatidi94@yahoo.de","","0942/9892797","","","","","","","-1",""
"","","Lidwina","","Meyer","","","","","","","Altötting","84503","Lerchenstrasse 124","","otoze60@gmail.de","","0429/822526","","","","","","","-1",""
"","","Reingard","","Piwosedemüller","","","","","","","Steinfurt","48565","Raiffeisenstrasse 185","","reingard.piwosedemueller74@gmail.com","","07237/879585413","","","","","","","-1",""
"","","Heidi","","Gotudoweiner","","","","","","","Trebbin","14959","Kantstrasse 170","","heidi.gotudoweiner76@email.com","","0494/83267316","","","","","","","-1",""
"","","Julia","","Schäfer","","","","","","","Kellinghusen","25548","Blumenweg 72","","ivuri88@outloock.de","","0854681/756516126","","","","","","","-1",""
"","","Heiko","","Hovavaremeiner","","","","","","","Schmallenberg","57392","Lindenweg 57","","ewufe76@outloock.de","","0941/3645826","","","","","","","-1",""
"","","Lia","","Hüwuvodemeiner","","","","","","","Schirgiswalde-Kirschau","02681","Albert-Schweitzer-Strasse 23","","lia.huewuvodemeiner82@outloock.de","","055331/93123945","","","","","","","-1",""
"","","Dorota","","Zaralodeson","","","","","","","Neudenau","74861","Fliederweg 120","","ewufu97@surfnet.de","","02722/5525389","","","","","","","-1",""
"","","Dittmar","","Vavuferemeiner","","","","","","","Pfullingen","72793","Daimlerstrasse 231","","dittmar.vavuferemeiner91@gmail.com","","0763532/919414269","","","","","","","-1",""
"","","Irene","","Latabimeiner","","","","","","","Wilkau-Haßlau","08112","Rathausstrasse 9","","osote78@yahoo.de","","0628753/715832459","","","","","","","-1",""
"","","Karolin","","Gewosegeson","","","","","","","Hecklingen","39444","Seestrasse 252","","karolin.gewosegeson69@yahoo.de","","0697464/44567","","","","","","","-1",""
"","","Mariele","","Liroflode","","","","","","","Tangermünde","39590","Lerchenweg 290","","mariele.liroflode59@t-online.de","","09745/121663466","","","","","","","-1",""
"","","Maxim","","Watubimüller","","","","","","","Halle (Westf.)","33790","Am Hang 229","","maxim.watubimueller91@test.de","","0544387/34327178","","","","","","","-1",""
"","","Erkan","","Terobason","","","","","","","Remseck am Neckar","71686","Kurze Strasse 180","","avuri75@t-online.de","","049796/754723","","","","","","","-1",""
"","","Asta","","Husehede","","","","","","","Straelen","47638","Starenweg 63","","asta.husehede82@test.de","","0977/21885895","","","","","","","-1",""
"","","Heinz-Werner","","Vowofu","","","","","","","Lengerich","49525","Robert-Bosch-Strasse 280","","heinz-werner.vowofu67@test.de","","02888/174639","","","","","","","-1",""
"","","Otmar","","Jatuhede","","","","","","","Mainz","55116","Sonnenweg 88","","utaze89@surfnet.de","","0935475/261197629","","","","","","","-1",""
"","","Mirella","","Korefi","","","","","","","Wittenberg, Lutherstadt","06886","Wiesengrund 170","","mirella.korefi59@t-online.de","","046685/882595","","","","","","","-1",""
"","","Fernando","","Ceriwattemeiner","","","","","","","Neckarsulm","74172","Daimlerstrasse 14","","elako91@t-online.de","","0351432/9297579","","","","","","","-1",""
"","","Iris","","Didevadeson","","","","","","","Thannhausen","86470","Schwalbenweg 162","","owufe86@gmail.com","","0319/49255748","","","","","","","-1",""
"","","Ulf","","Todigede","","","","","","","Bautzen","02625","Friedhofstrasse 6","","ureli64@gmail.de","","017973/672629","","","","","","","-1",""
"","","Gertrud","","Schäfer","","","","","","","Bad Lauchstädt, Goethestadt","06246","Fichtenstrasse 51","","awufe62@t-online.de","","0928353/26967156","","","","","","","-1",""
"","","Hans-Ludwig","","Dorosegehein","","","","","","","Quickborn","25451","Kolpingstrasse 174","","uvara69@gmail.de","","0867/985134","","","","","","","-1",""
"","","Gisela","","Cowogaumeiner","","","","","","","Eichstätt","85072","Fichtenstrasse 145","","gisela.cowogaumeiner71@surfnet.de","","0753771/789365146","","","","","","","-1",""
"","","Hans-Heinrich","","Krüger","","","","","","","Halberstadt","38820","Veilchenweg 171","","owifo58@gmail.de","","0536/44732483","","","","","","","-1",""
"","","Carsten","","Vevomattstein","","","","","","","Gladenbach","35075","Rosenweg 43","","carsten.vevomattstein69@gmail.com","","01135/89954","","","","","","","-1",""
"","","Alfons","","Katilode","","","","","","","Lenzen (Elbe)","19309","Im Winkel 172","","overa83@gmail.de","","0222/3959318","","","","","","","-1",""
"","","Gitta","","Schmid","","","","","","","Neustadt-Glewe","19306","Jahnstrasse 85","","gitta.schmid58@gmail.com","","0525979/572118557","","","","","","","-1",""
"","","Frank-Peter","","Schmitz","","","","","","","Sinzig","53489","Sudetenstrasse 74","","adepu99@surfnet.de","","0968/351763","","","","","","","-1",""
"","","Samuel","","Wotufere","","","","","","","Zehdenick","16792","Sonnenstrasse 280","","eloke77@outloock.de","","095445/6872429","","","","","","","-1",""
"","","Hilmar","","Watemodehein","","","","","","","Sebnitz","01855","Parkstrasse 201","","hilmar.watemodehein87@test.de","","0389/71115","","","","","","","-1",""
"","","Marek","","Bevavorehein","","","","","","","Reutlingen","72764","Bismarckstrasse 91","","marek.bevavorehein55@t-online.de","","0816/312284","","","","","","","-1",""
"","","Jobst","","Kotisadeweiner","","","","","","","Neuenstein","74632","Fichtenweg 55","","atazi97@yahoo.de","","0936/544882","","","","","","","-1",""
"","","Carola","","Malumode","","","","","","","Rehna","19217","Im Wiesengrund 214","","utoma98@yahoo.de","","05324/87418","","","","","","","-1",""
"","","Alma","","Kodufimüller","","","","","","","Frankenau","35110","Lerchenstrasse 9a","","eteme73@yahoo.de","","0139/1943117","","","","","","","-1",""
"","","Irma","","Rovematthein","","","","","","","Tornesch","25436","Frankenstrasse 102","","irma.rovematthein78@yahoo.de","","0922/353233","","","","","","","-1",""
"","","Kristina","","Mavawede","","","","","","","Clingen","99718","Lärchenweg 86b","","kristina.mavawede70@surfnet.de","","038142/25911479","","","","","","","-1",""
"","","Sofia","","Pudimau","","","","","","","Freilassing","83395","Nordstrasse 141","","iliki65@surfnet.de","","071322/13863423","","","","","","","-1",""
"","","Isidor","","Ciwifomeiner","","","","","","","Immenhausen","34376","Wiesenstrasse 180","","atamu95@gmx.de","","0832/569163573","","","","","","","-1",""
"","","Leopold","","Pulowadestein","","","","","","","Falkenstein/Harz","06463","Grüner Weg 42","","odupu64@gmail.de","","043548/917159","","","","","","","-1",""
"","","Katarina","","Dasiwatte","","","","","","","Greußen","99718","Ringstrasse 167","","atozo94@t-online.de","","075234/751142","","","","","","","-1",""
"","","Corinne","","Devulodestein","","","","","","","Grevenbroich","41515","Gartenweg 97","","isitu71@t-online.de","","0553/38522","","","","","","","-1",""
"","","Vassilios","","Täravade","","","","","","","Altötting","84503","Fichtenweg 250","","edipa68@yahoo.de","","0996/768587","","","","","","","-1",""
"","","Gerd","","Varahedemeiner","","","","","","","Ortrand","01990","Lilienweg 180","","atezi62@email.com","","09558/2394188","","","","","","","-1",""
"","","Karlheinz","","Tusubumeiner","","","","","","","Köln","50667","Kirchweg 46","","ulaku57@gmail.com","","07731/487588","","","","","","","-1",""
"","","Gabriela","","Tirobistein","","","","","","","Immenhausen","34376","Jahnstrasse 238","","gabriela.tirobistein69@outloock.de","","0828226/111114","","","","","","","-1",""
"","","Hans-Albert","","Schulze","","","","","","","Neckarsteinach","69239","Rathausstrasse 168a","","ilake87@surfnet.de","","097634/126799758","","","","","","","-1",""
"","","Hanny","","Sisefledemeiner","","","","","","","Lütjenburg","24321","Kirchplatz 271a","","hanny.sisefledemeiner99@gmail.com","","0111/3696513","","","","","","","-1",""
"","","Elmar","","Galehedemeiner","","","","","","","Stockach","78333","Gartenstrasse 93c","","urulu63@email.com","","06434/2637155","","","","","","","-1",""
"","","Fredy","","Losesedehein","","","","","","","Schotten","63679","Erlenstrasse 240b","","uteza64@surfnet.de","","0694463/562844112","","","","","","","-1",""
"","","Nick","","Lütudo","","","","","","","Hitzacker (Elbe)","29456","Gartenstrasse 114","","ovuru75@gmx.de","","06432/744856931","","","","","","","-1",""
"","","Dursun","","Pötafoweiner","","","","","","","Leichlingen (Rheinland), Blütenstadt","42799","Holunderweg 48","","dursun.poetafoweiner86@surfnet.de","","0994592/579141988","","","","","","","-1",""
"","","Hans-Ludwig","","Bevubede","","","","","","","Dahn","66994","Friedrich-Ebert-Strasse 89","","atomi74@email.com","","06214/75523","","","","","","","-1",""
"","","Mohamed","","Bauer","","","","","","","Perleberg","19348","Hauptstrasse 114","","mohamed.bauer59@email.com","","0787954/41349","","","","","","","-1",""
"","","Timo","","Hoffmann","","","","","","","Reichelsheim (Wetterau)","61203","Grenzweg 72","","otome84@gmx.de","","0958/73444","","","","","","","-1",""
"","","Herbert","","Welisege","","","","","","","Olfen","59399","Am Anger 170","","herbert.welisege97@yahoo.de","","0271/92596993","","","","","","","-1",""
"","","Martina","","Cesofere","","","","","","","Bonndorf im Schwarzwald","79848","Tulpenweg 183","","atazi63@gmx.de","","05581/54968","","","","","","","-1",""
"","","Meike","","Cewavodestein","","","","","","","Neu-Ulm","89231","Veilchenweg 210","","atomu55@gmail.de","","074862/86851","","","","","","","-1",""
"","","Gesche","","Cedowedemeiner","","","","","","","Schmalkalden, Kurort","98574","Goethestrasse 35b","","gesche.cedowedemeiner77@surfnet.de","","05599/8749323","","","","","","","-1",""
"","","Imre","","Herrmann","","","","","","","Rothenburg/O.L.","02929","Waldstrasse 156","","avuru92@gmail.com","","043321/81727451","","","","","","","-1",""
"","","Jane","","Mösimodemeiner","","","","","","","Rosbach v. d. Höhe","61191","Karlstrasse 97","","jane.moesimodemeiner74@email.com","","0515/42778","","","","","","","-1",""
"","","Norman","","Gitigrodeweiner","","","","","","","Rietberg","33397","Birkenstrasse 95","","norman.gitigrodeweiner98@surfnet.de","","062916/21239955","","","","","","","-1",""
"","","Hans-Jürgen","","Bulewedehein","","","","","","","Billerbeck","48727","Grenzweg 247d","","idopa82@t-online.de","","035133/26842","","","","","","","-1",""
"","","Karola","","Butabahein","","","","","","","Seifhennersdorf","02782","Grabenstrasse 227","","karola.butabahein58@test.de","","0881/62119","","","","","","","-1",""
"","","Anett","","Zotemode","","","","","","","Roth","91154","Birkenweg 292","","utima75@gmail.de","","0754/2726241","","","","","","","-1",""
"","","Wolf-Dieter","","Tiduvorehein","","","","","","","Gemünden (Wohra)","35285","Hauptstrasse 38","","arolu84@outloock.de","","013561/254633855","","","","","","","-1",""
"","","Jutta","","Braun","","","","","","","Leuna","06237","Siemensstrasse 103","","isuti88@gmail.de","","03819/83158156","","","","","","","-1",""
"","","Heidemarie","","Müsefu","","","","","","","Sankt Goarshausen, Loreleystadt","56346","Weststrasse 262","","oralu57@gmail.de","","09666/3565196","","","","","","","-1",""
"","","Milos","","Tusobede","","","","","","","Hettstedt","06333","Ginsterweg 71","","milos.tusobede97@test.de","","0135/8725838","","","","","","","-1",""
"","","Mattias","","Ruwubi","","","","","","","Pottenstein","91278","Lärchenweg 248","","erulo67@t-online.de","","0711511/4763428","","","","","","","-1",""
"","","Lisa","","Simpson","","","","","U.S.","Oregon","Springfield","80085","742 Evergreen Terrace","","","","","","","","","","","-1",""
